Reduxo ID,Fulcrum ID,Date,Latitude,Longitude,Site,Space,Level,Location Description,Asset Category,Asset Sub Category,Asset Type,GPS With Arrow,Parent QR Code,QR Code,Quantity,Condition,Photo 1,Condition Ranking,Condition Point
RSP05567,3612afac-bf6f-459d-9a3a-3c2639ef1eb2,2021-11-26,-33.86947128,121.8938171,Esperance,Electrical Engineers Office,Ground,,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,103896,1,3 - Good,RSP05567_Q103896_20211126_01.jpg,Good,3
RSP05585,47b006fe-cc3f-4a31-aed6-0930ae949ca4,2021-11-24,-33.86970735,121.8938933,Esperance,Electrical Spares Container,Ground,,Furniture & Fittings,Furniture,Shelf Racking,No,,,1,3 - Good,RSP05585_20211124_01.jpg,Good,3
RSP05586,ee8763d1-3788-462a-9390-8e5a93cf9f7e,2021-11-24,-33.86960797,121.8937333,Esperance,Electrical Workshop,Ground,Fabrication Shed,Security & Access,Access Control,Motorised Roller Door,No,,No QR Code,2,3 - Good,RSP05586_20211124_01.jpg,Good,3
RSP05587,b18964e7-576f-4bba-8950-14b77ee02c07,2021-11-24,-33.86962996,121.8937618,Esperance,Electrical Workshop,Ground,Fabrication Shed,Building,Building,Building,No,,109086,1,3 - Good,RSP05587_Q109086_20211124_01.jpg,Good,3
RSP05588,a1ae6c2d-2eee-4200-9280-73f55ded3cb5,2021-11-24,-33.86972767,121.8936338,Esperance,Electrical Workshop,Ground,Fabrication Shed,Building,Building,Building,No,,109087,1,3 - Good,RSP05588_Q109087_20211124_01.jpg,Good,3
RSP05589,7a06a911-3213-4723-a21d-f6fcb3651968,2021-11-24,-33.86971737,121.8936358,Esperance,Electrical Workshop,Ground,Fabrication Shed,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103778,1,3 - Good,,Good,3
RSP05590,802b0371-4a99-4590-9f33-61fe5de46daf,2021-11-24,-33.86959711,121.8937216,Esperance,Electrical Workshop,Ground,Fabrication Shed,Furniture & Fittings,Furniture,Shelf Racking,No,,,3,3 - Good,RSP05590_20211124_01.jpg,Good,3
RSP05642,28703189-d81f-45c8-9843-a8f937605008,2021-11-24,-33.86972433,121.8936317,Esperance,Electrical Workshop Comms Room,Ground,,Building,Building,Building,No,,109088,1,3 - Good,RSP05642_Q109088_20211124_01.jpg,Good,3
RSP05643,e105d15b-89f0-40e9-b040-49119927b162,2021-11-24,-33.86973324,121.8935965,Esperance,Electrical Workshop Comms Room,Ground,,Electrical,Power Distribution,Distribution Board (DB),No,,103781,1,3 - Good,RSP05643_Q103781_20211124_01.jpg,Good,3
RSP05644,c1c9da3c-998a-494c-857a-348a1b8806f7,2021-11-24,-33.86973101,121.8936623,Esperance,Electrical Workshop Comms Room,Ground,,Electrical,Power Generation,UPS,No,,103785,1,3 - Good,RSP05644_Q103785_20211124_01.jpg,Good,3
RSP05645,1565e6e5-3be5-4467-b0c4-4affe3b5a104,2021-11-24,-33.86973101,121.8936623,Esperance,Electrical Workshop Comms Room,Ground,,Electrical,Power Generation,UPS,No,,103783,1,3 - Good,RSP05645_Q103783_20211124_01.jpg,Good,3
RSP05646,1204dc12-57ee-4773-84f4-46af8495b46c,2021-11-24,-33.86973324,121.8935965,Esperance,Electrical Workshop Comms Room,Ground,,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,103779,1,3 - Good,,Good,3
RSP05670,eb15ae42-ccb4-4198-8312-3e24e5e57ac2,2021-11-24,-33.86966865,121.8938762,Esperance,Electrical Workshop Yard,Ground,Compressor Shed,Building,Building,Building,No,,109026,1,3 - Good,RSP05670_Q109026_20211124_01.jpg,Good,3
RSP05671,56c362b3-3c26-476c-b256-d093abdcc187,2021-11-24,-33.86967394,121.8938772,Esperance,Electrical Workshop Yard,Ground,Compressor Shed,Plant & Equipment,Workshop Equipment,Compressor,No,,103344,1,4  - Fair,RSP05671_Q103344_20211124_01.jpg,Fair,4
RSP05672,f48bbbc8-1a89-4568-8656-1ce58009ba2f,2021-11-24,-33.86970735,121.8938933,Esperance,Electrical Workshop Yard,Ground,Electrical Spares Container,Building,Building,Building,No,,109025,1,3 - Good,RSP05672_Q109025_20211124_01.jpg,Good,3
RSP05673,d9423b29-9792-4770-8402-0b5675f44991,2021-11-24,-33.86971487,121.8938463,Esperance,Electrical Workshop Yard,Ground,Locked Container,Building,Building,Building,No,,109027,1,3 - Good,RSP05673_Q109027_20211124_01.jpg,Good,3
RSP05674,e2624fd6-bbd4-4c6c-8128-af64bd74f75b,2021-11-24,-33.86968842,121.8935338,Esperance,Electrical Workshop Yard,Ground,Locked Container,Building,Building,Building,No,,109024,1,3 - Good,RSP05674_Q109024_20211124_01.jpg,Good,3
RSP05679,de384709-2349-4204-986e-422185a6c76e,2021-11-24,-33.8697299,121.8936482,Esperance,Electrical Workshop Yard Comms Room,Ground,External,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103348,1,3 - Good,,Good,3
RSP05680,a13fd021-a5d8-4464-ad76-5d036ce31e66,2021-11-24,-33.86975634,121.8936183,Esperance,Electrical Workshop Yard Comms Room,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,103347,1,3 - Good,RSP05680_Q103347_20211124_01.jpg,Good,3
RSP05681,4b3c7daf-ed42-4cc5-ac09-b147be0b7272,2021-11-24,-33.86974632,121.8936814,Esperance,Electrical Workshop Yard Comms Room,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,103346,1,3 - Good,RSP05681_Q103346_20211124_01.jpg,Good,3
RSP05682,03a5d0c2-482e-4f6a-a5ee-69a04ace005c,2021-11-24,-33.8697299,121.8936482,Esperance,Electrical Workshop Yard Comms Room,Ground,External,Electrical,Lighting,Flood Light - LED,No,,,2,3 - Good,,Good,3
RSP05683,17954a54-f8fa-4ab8-90b4-e15813dcb0b7,2021-11-24,-33.8697299,121.8936482,Esperance,Electrical Workshop Yard Comms Room,Ground,External,Electrical,Lighting,Fluorescent Light - Double,No,,,1,3 - Good,,Good,3
RSP05684,46baebd3-b481-477d-ab6b-ce3a249d48d5,2021-11-22,-33.86948325,121.8938027,Esperance,Electrical Workshop/Warehouse Parking,Ground,,Plant & Equipment,Vehicles,Car - Ute,No,,103612,1,3 - Good,RSP05684_Q103612_20211122_01.jpg,Good,3
RSP05685,af9aeedd-7e5a-46f1-a6e4-95dcb78f7272,2021-11-22,-33.86948325,121.8938027,Esperance,Electrical Workshop/Warehouse Parking,Ground,,Plant & Equipment,Vehicles,Car - Ute,No,,103613,1,3 - Good,RSP05685_Q103613_20211122_01.jpg,Good,3
RSP05686,5f42c7b6-dba8-44c8-9e43-466f4cb5f1c6,2021-11-22,-33.86948325,121.8938027,Esperance,Electrical Workshop/Warehouse Parking,Ground,,Plant & Equipment,Vehicles,Car - Ute,No,,103614,1,3 - Good,RSP05686_Q103614_20211122_01.jpg,Good,3
RSP05687,c2b97071-fc77-4cb4-a391-3047e19dbe1a,2021-11-22,-33.86940781,121.8939114,Esperance,Electrical Workshop/Warehouse Parking,Ground,,Plant & Equipment,Vehicles,Car - Ute,No,,103616,1,3 - Good,RSP05687_Q103616_20211122_01.jpg,Good,3
RSP05688,8a71a515-c7fe-4e71-be3b-25a37356d399,2021-11-22,-33.86945012,121.894022,Esperance,Electrical Workshop/Warehouse Parking,Ground,,Plant & Equipment,Vehicles,Car - Ute,No,,103617,1,3 - Good,RSP05688_Q103617_20211122_01.jpg,Good,3
RSP05690,925ad658-6071-49ab-9fe8-09fc60b1c942,2021-11-26,-33.86965195,121.8939563,Esperance,Emergency Response Shed,Ground,External Side Pathway,Electrical,Lighting,Fluorescent Light - Double,No,,,1,3 - Good,,Good,3
RSP05691,ad69752f-15cc-4997-8b64-2322fdd8c58d,2021-11-26,-33.86965195,121.8939563,Esperance,Emergency Response Shed,Ground,External Side Pathway,Hydraulics,Domestic Water,Backflow Prevention Valve,No,,103894,1,3 - Good,RSP05691_Q103894_20211126_01.jpg,Good,3
RSP05692,d3c85338-3e1e-4477-87c5-ec8ffef11c9d,2021-11-26,-33.86965195,121.8939563,Esperance,Emergency Response Shed,Ground,External Side Pathway,Hydraulics,Domestic Water,Water Meter,No,,103895,1,3 - Good,RSP05692_Q103895_20211126_01.jpg,Good,3
RSP05693,8d07aee2-99d7-4867-89e5-2dacb3cc259d,2021-11-24,-33.86958792,121.8939201,Esperance,Emergency Response Shed,Ground,,Building,Building,Building,No,,109084,1,3 - Good,RSP05693_Q109084_20211124_01.jpg,Good,3
RSP05694,a72e4d8a-68a3-4022-9dde-1579616aa10b,2021-11-24,-33.86958319,121.8938399,Esperance,Emergency Response Shed,Ground,,Electrical,Power Distribution,Battery Charger,No,,103340,1,2 - Very Good,RSP05694_Q103340_20211124_01.jpg,Good,2
RSP05727,543b639d-715c-4714-8f2b-9513241f88f0,2021-11-26,-33.86983012,121.8948428,Esperance,Employee Parking,Ground,,Electrical,Power Distribution,Distribution Board (DB),No,,103308,1,3 - Good,RSP05727_Q103308_20211126_01.jpg,Good,3
RSP05728,8c53caac-2089-4430-bafd-975e759f5d7d,2021-11-12,-33.86964872,121.8953388,Esperance,Employee Parking,Ground,,Furniture & Fittings,Furniture,Bench Seat,Yes,,,1,3 - Good,RSP05728_20211112_01.jpg,Good,3
RSP05729,2b6d17dd-b121-4908-b2d2-e50ed5072efc,2021-11-12,-33.86989408,121.8952787,Esperance,Employee Parking,Ground,,Electrical,Lighting,LED Light,Yes,,107420,1,3 - Good,RSP05729_Q107420_20211112_01.jpg,Good,3
RSP05730,d2d8db20-274a-4193-9724-cc5c4b254e01,2021-11-12,-33.86986669,121.8948702,Esperance,Employee Parking,Ground,,Electrical,Lighting,LED Light,Yes,,107422,1,3 - Good,RSP05730_Q107422_20211112_01.jpg,Good,3
RSP05731,c9c37c66-5761-4b45-a590-236f33a75ca6,2021-11-12,-33.86973582,121.8949713,Esperance,Employee Parking,Ground,,Electrical,Lighting,LED Light,Yes,,107421,1,3 - Good,RSP05731_Q107421_20211112_01.jpg,Good,3
RSP05735,63dbd94a-8642-481a-96dd-6033837af530,2021-11-26,-33.87002582,121.8940857,Esperance,Engineering,Ground,,Fire Equipment,Fire Detection,Smoke Detector,No,,,1,3 - Good,,Good,3
RSP05736,b9c743ce-f0d7-4bff-8131-2e364cc48922,2021-11-26,-33.87002582,121.8940857,Esperance,Engineering,Ground,,Furniture & Fittings,Occasional & Function Furniture,Dining Table Round,No,,,1,3 - Good,,Good,3
RSP05737,65136663-e3b3-4c31-b9b3-3805972d72e4,2021-11-26,-33.87002582,121.8940857,Esperance,Engineering,Ground,,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,103933,1,3 - Good,,Good,3
RSP05738,6e2774ad-18ea-4a51-aac5-3e30dd35443a,2021-11-26,-33.87002582,121.8940857,Esperance,Engineering,Ground,,IT & Communications,IT,Docking Station,No,,,1,3 - Good,,Good,3
RSP05739,8b54f2e2-a608-45bb-9916-a55189c8f76d,2021-11-26,-33.87002582,121.8940857,Esperance,Engineering,Ground,,IT & Communications,IT,Laptop Computer,No,,,1,3 - Good,RSP05739_20211126_01.jpg,Good,3
RSP05750,e3a2a4c7-73b1-4760-a93d-fa6ee0930b3a,2021-11-26,-33.86996819,121.8938644,Esperance,Entry,Ground,,Security & Access,Access Control,Boom Gate,No,,,1,3 - Good,RSP05750_20211126_01.jpg,Good,3
RSP05751,1330940e-a370-41f8-a3f2-dcf212054f19,2021-11-26,-33.86980729,121.8940381,Esperance,Entry,Ground,,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,103938,1,3 - Good,RSP05751_Q103938_20211126_01.jpg,Good,3
RSP05752,10fc87e9-739a-4e90-b9f5-922c07f7bb74,2021-11-26,-33.86976303,121.8939623,Esperance,Entry,Ground,,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,103939,1,3 - Good,RSP05752_Q103939_20211126_01.jpg,Good,3
RSP05753,2cc13d68-3f84-4609-b494-9d2bc0c5a707,2021-11-23,-33.8739811,121.9017526,Esperance,Entry Gate near Shed 5,Ground,,Security & Access,Access Control,Automatic Gate,Yes,,103720,1,3 - Good,RSP05753_Q103720_20211123_01.jpg,Good,3
RSP05754,31fc80a6-b85e-4aaa-a756-7ea10930a231,2021-11-23,-33.8739811,121.9017526,Esperance,Entry Gate near Shed 5,Ground,,Port Specific,Conveyer,Strobe/Siren Combination Alert,Yes,,No QR Code,1,3 - Good,RSP05754_20211123_01.jpg,Good,3
RSP05755,3b60d08f-f903-4f36-9cd9-ad56df0e0845,2021-11-25,-33.8696774,121.8943582,Esperance,Environmental Container,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,103840,1,3 - Good,RSP05755_Q103840_20211125_01.jpg,Good,3
RSP05756,85892f9f-f585-42af-bbbd-5f0695f76d00,2021-11-19,-33.86973825,121.894308,Esperance,Environmental Container,Ground,,Security & Access,Access Control,Motorised Roller Door,No,,No QR Code,2,3 - Good,RSP05756_20211119_01.jpg,Good,3
RSP05757,8cb26cde-4121-439a-bd66-a937ad81fa61,2021-11-19,-33.86975857,121.8943077,Esperance,Environmental Container,Ground,,Building,Building,Building,No,,109051,1,3 - Good,RSP05757_Q109051_20211119_01.jpg,Good,3
RSP05758,d142bb7c-abb3-4ab6-83bc-e43a05b81a32,2021-11-25,-33.86973547,121.894309,Esperance,Environmental Container,Ground,,Electrical,Power Distribution,Distribution Board (DB),No,,103415,1,3 - Good,RSP05758_Q103415_20211125_01.jpg,Good,3
RSP05759,d7b4c180-377b-4d8e-b32d-3758b1ca96f7,2021-11-19,-33.86973825,121.894308,Esperance,Environmental Container,Ground,,Furniture & Fittings,Furniture,Shelving,No,,,4,3 - Good,,Good,3
RSP05769,8e82e2ed-fadc-4527-b299-76cca5cfdf73,2021-11-26,-33.87014162,121.8941142,Esperance,Environmental Office,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103920,1,3 - Good,,Good,3
RSP05770,d4ab0bed-2011-46f4-8849-7f4264603256,2021-11-26,-33.8700577,121.8940358,Esperance,Environmental Office,Ground,,Fire Equipment,Fire Detection,Smoke Detector,No,,,2,3 - Good,,Good,3
RSP05771,88933275-6319-46df-827e-cbbe3cab38f7,2021-11-26,-33.8700577,121.8940358,Esperance,Environmental Office,Ground,,Furniture & Fittings,Occasional & Function Furniture,Dining Table Round,No,,,1,3 - Good,,Good,3
RSP05772,33f10e4f-b464-4d53-988b-e4d7bdadc407,2021-11-26,-33.8700577,121.8940358,Esperance,Environmental Office,Ground,,Furniture & Fittings,Furniture,Shelf Racking,No,,,1,3 - Good,,Good,3
RSP05773,1646ff60-6918-4c21-9522-c4e370a279f1,2021-11-26,-33.8700577,121.8940358,Esperance,Environmental Office,Ground,,Furniture & Fittings,Furniture,Shelving,No,,,3,3 - Good,,Good,3
RSP05794,99917b98-5908-4b0e-8b88-a879bebc85ca,2021-11-26,-33.86958124,121.893846,Esperance,ERT01,Ground,,Electrical,Power Distribution,Battery Charger,No,,,4,3 - Good,RSP05794_20211126_01.jpg,Good,3
RSP05795,5156c63d-ee4a-483f-aa30-c62516ebb081,2021-11-24,-33.86958208,121.89385,Esperance,ERT01,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,103338,103486,1,3 - Good,,Good,3
RSP05796,895ae8e1-3b7f-40d1-af74-e2ee5501041b,2021-11-26,-33.86958124,121.893846,Esperance,ERT01,Ground,,Furniture & Fittings,Occasional & Function Furniture,First Aid Bed,No,,,1,3 - Good,RSP05796_20211126_01.jpg,Good,3
RSP05797,312711c3-3b2e-4ab2-a97e-1439f32d1c38,2021-11-26,-33.86958124,121.893846,Esperance,ERT01,Ground,,Safety & Medical Services,Medical Equipment,Breathing Apparatus,No,,,4,3 - Good,RSP05797_20211126_01.jpg,Good,3
RSP05798,07782d5a-bb7f-4669-aa7f-0bd42a22d643,2021-11-26,-33.86958124,121.893846,Esperance,ERT01,Ground,,Plant & Equipment,Workshop Equipment,Power Tools,No,,103892,1,3 - Good,RSP05798_Q103892_20211126_01.jpg,Good,3
RSP05800,2f89adb7-7276-4015-9945-211d2d485f98,2021-11-24,-33.86961604,121.8939268,Esperance,ERT02,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,103336,103337,1,3 - Good,,Good,3
RSP05801,a5b0e2f0-b7d6-47b0-b448-40d639120135,2021-11-26,-33.86958124,121.893846,Esperance,ERT02,Ground,,Safety & Medical Services,Medical Equipment,Breathing Apparatus,No,,,3,3 - Good,RSP05801_20211126_01.jpg,Good,3
RSP05802,45e1e2b0-6663-4c5e-b8b2-7ccb6f10f573,2021-11-22,-33.87052468,121.8949695,Esperance,EWP03,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,107503,103661,1,3 - Good,,Good,3
RSP05803,37695be4-a2b5-4efc-b2ba-1dfc5b5859bb,2021-11-22,-33.87052468,121.8949695,Esperance,EWP03,Ground,,Port Specific,Conveyer,Emergency Stop (button),No,107503,103660,1,3 - Good,RSP05803_Q103660_20211122_01.jpg,Good,3
RSP05804,c49b2e00-1c67-40a7-9c66-44495df4dd49,2021-11-23,-33.87534923,121.9008655,Esperance,Exit Gate near Shed 3,Ground,,Security & Access,Access Control,Automatic Gate,Yes,,103721,1,3 - Good,RSP05804_Q103721_20211123_01.jpg,Good,3
RSP05805,cb2632f9-38e8-4d31-b90c-7621a3ba4508,2021-11-23,-33.87534923,121.9008655,Esperance,Exit Gate near Shed 3,Ground,,Port Specific,Conveyer,Strobe/Siren Combination Alert,Yes,,No QR Code,1,3 - Good,RSP05805_20211123_01.jpg,Good,3
RSP05806,4b363f9b-b60a-46fb-80a3-9fcf16f28e09,2021-11-18,-33.87392557,121.9021803,Esperance,Fire Pump Shed,Ground,,Building,Building,Building,No,,109015,1,3 - Good,RSP05806_Q109015_20211118_01.jpg,Good,3
RSP05807,0c71e54e-d649-4122-bd02-3bbecd8da568,2021-11-18,-33.87393726,121.9022058,Esperance,Fire Pump Shed,Ground,,Electrical,Power Generation,Fuel Tank - Service Tank (Day Tank),No,,103505,1,3 - Good,RSP05807_Q103505_20211118_01.jpg,Good,3
RSP05808,09485c86-029c-4c9f-8785-b5af30c62cdc,2021-11-18,-33.87393726,121.9022058,Esperance,Fire Pump Shed,Ground,,Electrical,Power Distribution,Mechanical Services Switch Board (MSSB),No,,103502,1,3 - Good,RSP05808_Q103502_20211118_01.jpg,Good,3
RSP05809,8ce1d73c-bfd8-4e01-a168-45cd99e1be2c,2021-11-18,-33.87393726,121.9022058,Esperance,Fire Pump Shed,Ground,,Electrical,Power Distribution,Mechanical Services Switch Board (MSSB),No,,103503,1,3 - Good,RSP05809_Q103503_20211118_01.jpg,Good,3
RSP05810,7919e14a-e495-4708-9c70-8c1f1cf7d716,2021-11-18,-33.87393002,121.9021856,Esperance,Fire Pump Shed,Ground,,Fire Equipment,Fire Suppression,Fire Pump,No,,103508,1,3 - Good,RSP05810_Q103508_20211118_01.jpg,Good,3
RSP05817,ce86c9f6-898d-40d9-bc61-71c1cebe8519,2021-11-22,-33.87143776,121.8984865,Esperance,FLT06,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,107506,103672,1,3 - Good,,Good,3
RSP05818,4b411948-948e-4e65-b4a2-7f583c4b74d4,2021-11-24,-33.8733282,121.9010257,Esperance,FLT07,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103816,1,3 - Good,,Good,3
RSP05819,1e0c0f49-728b-4e5b-a5da-f6a574e82ea0,2021-11-23,-33.86940697,121.8943888,Esperance,FLT08,Ground,External,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103312,1,3 - Good,,Good,3
RSP05820,1f8025b5-a9ef-4bd9-8d29-35f1b8de9ced,2021-11-23,-33.86940697,121.8943888,Esperance,FLT08,Ground,External,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103313,1,3 - Good,,Good,3
RSP05821,7a816870-15ef-48fa-8a1d-624c02465978,2021-11-23,-33.86940697,121.8943888,Esperance,FLT08,Ground,External,Port Specific,Conveyer,Emergency Stop (button),No,,103314,1,3 - Good,RSP05821_Q103314_20211123_01.jpg,Good,3
RSP05822,8199d11a-d2ba-497d-a9a5-669246df506f,2021-11-22,-33.8737399,121.903223,Esperance,FLT09,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,109055,103670,1,3 - Good,,Good,3
RSP05823,cf0d3524-35c9-4bfa-8108-e55eeca8d2f6,2021-11-22,-33.8737399,121.903223,Esperance,FLT09,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,109055,103671,1,3 - Good,,Good,3
RSP05824,18b2d7e0-1c7d-4d3d-b669-59b7ed318729,2021-11-03,-33.87172613,121.9040064,Esperance,Fuel Compound,Ground,,Electrical,Power Distribution,Control Panel,Yes,,100950,1,3 - Good,RSP05824_Q100950_20211103_01.jpg,Good,3
RSP05825,0ca21f6f-77b7-46a6-a89f-2b9c697303ba,2021-11-03,-33.87173506,121.9040568,Esperance,Fuel Compound,Ground,,Electrical,Power Generation,Fuel Tank - Bulk,Yes,,100946,1,3 - Good,RSP05825_Q100946_20211103_01.jpg,Good,3
RSP05826,7fedecb6-dab1-4252-afea-0bf9d29f77e7,2021-11-03,-33.87175316,121.9040691,Esperance,Fuel Compound,Ground,,Electrical,Power Generation,Fuel Tank - Service Tank (Day Tank),Yes,,107236,1,3 - Good,RSP05826_Q107236_20211103_01.jpg,Good,3
RSP05827,eeb55530-38d5-4dce-9786-614d27af0dcc,2021-11-03,-33.87173514,121.9040436,Esperance,Fuel Compound,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,Yes,,100947,1,3 - Good,,Good,3
RSP05828,0a8cc09b-ecd0-4d9a-8351-c36d9c9c8055,2021-11-03,-33.87173307,121.9040396,Esperance,Fuel Compound,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,Yes,,100948,1,3 - Good,,Good,3
RSP05832,b52baa49-e18e-4751-83d3-1c50d9cb213f,2021-11-04,-33.87350199,121.9025348,Esperance,Fuel Compound (TT40),Ground,Outside TT40,Electrical,Power Distribution,Control Panel,No,,101197,1,3 - Good,RSP05832_Q101197_20211104_01.jpg,Good,3
RSP05833,2ed26218-14a7-4d79-9e51-451b6f3ed4a3,2021-11-04,-33.87350199,121.9025348,Esperance,Fuel Compound (TT40),Ground,Outside TT40,Electrical,Power Generation,Fuel Tank - Bulk,No,,101198,1,3 - Good,RSP05833_Q101198_20211104_01.jpg,Good,3
RSP05834,d0abc632-e9d8-4fb1-8abd-42129ba8b535,2021-11-04,-33.87348602,121.9025641,Esperance,Fuel Compound (TT40),Ground,Outside TT40,Electrical,Power Generation,Fuel Tank - Service Tank (Day Tank),Yes,,107251,1,3 - Good,RSP05834_Q107251_20211104_01.jpg,Good,3
RSP05835,d3c66f30-3387-451f-aa82-00c7fb22cfb3,2021-11-04,-33.87349554,121.9025387,Esperance,Fuel Compound (TT40),Ground,Outside TT40,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,101199,1,3 - Good,RSP05835_Q101199_20211104_01.jpg,Good,3
RSP05836,7437f5d6-39d8-41eb-b504-f58bce4cf1d8,2021-11-04,-33.87347145,121.9025801,Esperance,Fuel Compound (TT40),Ground,Outside TT40,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,101200,1,3 - Good,RSP05836_Q101200_20211104_01.jpg,Good,3
RSP05838,57766c85-6d00-4b1e-a744-b513ea841954,2021-11-19,-33.8683871,121.9051693,Esperance,Hair Pin,Ground,Beside MA03,Electrical,Lighting,Flood Light - LED,Yes,,107490,1,3 - Good,RSP05838_Q107490_20211119_01.jpg,Good,3
RSP05839,1c2ac7de-863a-4ba0-8c6f-44c8b355b23e,2021-11-19,-33.86842149,121.9051294,Esperance,Hair Pin,Ground,Beside MA03,Port Specific,Berth,Lifebuoy,Yes,,,1,3 - Good,,Good,3
RSP05840,68e6b4ed-f333-4d4b-9795-fbc67d6e6fc4,2021-11-19,-33.86893887,121.904741,Esperance,Hair Pin,Ground,Near CV34,Electrical,Lighting,Flood Light - LED,Yes,,107491,1,3 - Good,RSP05840_Q107491_20211119_01.jpg,Good,3
RSP05841,db249eaf-a619-475d-9ce9-452c802de8d1,2021-11-19,-33.86897866,121.9047064,Esperance,Hair Pin,Ground,Near CV34,Port Specific,Berth,"Mooring Assembly (includes hooks, capstan etc)",Yes,,103595,1,3 - Good,RSP05841_Q103595_20211119_01.jpg,Good,3
RSP05842,2960e6c8-9efb-4cfe-bf81-c2aefc1dac18,2021-11-19,-33.86897866,121.9047064,Esperance,Hair Pin,Ground,Near CV34,Port Specific,Conveyer,Emergency Stop (button),Yes,103595,103596,1,3 - Good,RSP05842_Q103596_20211119_01.jpg,Good,3
RSP05854,0b5292ed-0116-4fa3-90f0-8810c4a2c0e5,2021-11-26,-33.8683842,121.8941064,Esperance,Helipad,Ground,,Building,Building,Building,Yes,,,1,3 - Good,RSP05854_20211126_01.jpg,Good,3
RSP05855,3667cc68-7c14-433b-a8bc-59ed000c2dba,2021-11-12,-33.86926889,121.8946179,Esperance,Island near Gate,Ground,,Electrical,Lighting,LED Light,Yes,,107426,1,3 - Good,RSP05855_Q107426_20211112_01.jpg,Good,3
RSP05856,d501e085-2f2c-4fc1-9f55-426c3f5a9622,2021-11-12,-33.86949314,121.8947747,Esperance,Island near Gate,Ground,,Electrical,Lighting,LED Light,Yes,,107425,1,3 - Good,RSP05856_Q107425_20211112_01.jpg,Good,3
RSP05857,0b6cf56a-ee14-49ea-8d26-2b1dcd8e42d5,2021-11-12,-33.86911621,121.894569,Esperance,Island near Gate,Ground,,Security & Access,Security,CCTV Camera - Dome,Yes,,107427,1,3 - Good,RSP05857_Q107427_20211112_01.jpg,Good,3
